mean_reward,mean_cost,mean_res_wasted,mean_length,time,training_iteration,trial_id,done,config/name,config/class,config/seed,config/verbose,config/train_episodes,config/eval_episodes,config/sac_params/policy,config/sac_params/learning_rate,config/sac_params/gamma,config/sac_params/ent_coef,config/sac_params/gradient_steps,config/sac_params/buffer_size,config/sac_params/batch_size,config/sac_params/tau,config/sac_params/target_update_interval,config/sac_params/learning_starts,config/sac_params/train_freq,config/sac_params/target_entropy,config/sac_params/use_sde,config/sac_params/sde_sample_freq,config/sac_params/use_sde_at_warmup,config/sac_params/action_noise,config/sac_params/optimizer,config/sac_params/activation_fn,config/sac_params/num_units_layer,config/sac_params/num_hidden_layers,config/gnn_params/in_channels,config/gnn_params/hidden_channels,config/gnn_params/num_layers,config/gnn_params/out_channels,config/gnn_params/dropout,config/gnn_params/act,config/gnn_params/act_first,config/gnn_params/act_kwargs,config/gnn_params/norm,config/gnn_params/norm_kwargs,config/gnn_params/jk,config/gnn_params/aggr,config/gnn_params/aggr_kwargs,config/gnn_params/flow,config/gnn_params/node_dim,config/gnn_params/decomposed_layers,config/gnn_params/improved,config/gnn_params/cached,config/gnn_params/add_self_loops,config/gnn_params/normalize,config/gnn_params/bias,config/env_params/env_path,config/env_params/reward,config/env_params/obs_scaled,config/env_params/obs_step,config/env_params/act_no_curtail,config/env_params/act_limit_inf,config/env_params/climit_type,config/env_params/climit_end,config/env_params/climit_low,config/env_params/climit_factor,logdir
35.8716378904382,561471.470136649,2453.36799710537,70.1,130.928685665131,1,1174e_00010,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,12,3,12,0.228479286086254,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00010
41.1475179697077,559997.571019846,3787.66827197837,75.8066666666667,143.24717092514,1,1174e_00011,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,24,4,18,0.0379325650690333,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00011
32.5251434265574,573660.553764099,2803.86698190316,75.6533333333333,145.003373861313,1,1174e_00012,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,18,4,24,0.223529486198224,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00012
35.221120155255,540250.825007774,4010.90972402059,94.3433333333333,144.323889255524,1,1174e_00013,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,36,2,12,0.138892775644382,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00013
41.0598203833898,560240.077449182,4004.39005398034,84.34,135.605777263641,1,1174e_00014,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,18,2,12,0.195391529903453,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00014
35.8512456992765,582452.249731092,2974.90847833057,78.74,148.256859064102,1,1174e_00015,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,18,4,18,0.370707368812351,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00015
42.4570723951856,544313.345444317,3349.22962526537,85.7,162.956786394119,1,1174e_00016,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,18,5,36,0.0211458040444239,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00016
43.3822733684381,551959.937524567,2888.45704408752,91.2533333333333,139.56058883667,1,1174e_00017,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,24,2,36,0.03273115838166,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00017
40.2630885472894,558723.377819437,2393.36926661177,72.0266666666667,139.42339515686,1,1174e_00018,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,12,4,6,0.392973340622737,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00018
35.6038836038113,574875.441554736,2942.38180412116,61.41,129.748589515686,1,1174e_00019,True,gcn_sac/gnn_tune,<class ‘grl.model.sac.GCN_SAC’>,123433334,1,3000,300,MultiInputPolicy,0.0001,0.85,auto,1,1000000,256,0.001,1,1000,1,auto,False,-1,False,,<class 'torch.optim.adam.Adam'>,<class 'torch.nn.modules.activation.ReLU'>,128,6,6,18,4,12,0.350031887079028,relu,False,,,,,sum,,source_to_target,-2,1,False,False,,True,True,l2rpn_icaps_2021_large,<grl.environment.reward.res_penalty_reward.RESPenaltyReward object at 0x7fa0f25169d0>,False,True,False,False,sqrt,2400,0.4,3,1174e_00019
